model,test_accuracy,test_loss
fine_tuned_from_scratch_model_v2,0.7116237878799438,2324.843505859375
fine_tuned_from_scratch_model,0.4427684247493744,1716.85791015625
initial_from_scratch_model_v2,0.414374440908432,79.25607299804688
initial_from_scratch_model,0.4090505838394165,945.9619750976562
resnet50_base_model,0.10825199633836746,1.4452948570251465
efficienetb0_base_model,0.012422360479831696,97.84357452392578
fine_tuned_efficientnetb0,0.00709849176928401,106.23869323730469
